customer_id,name,type,company,business_id
63,Alicia Persson,private,,
64,Ebba Persson,private,,
65,Daniel Persson,private,,
66,Alma Karlsson,private,,
67,Alicia Andersson,private,,
68,Axel Hassan,private,,
69,Fatima Johansson,private,,
70,Yasmin Eriksson,private,,
71,Ekonomiavdelningen,corporate,Svenska Projekt AB,55153267-9969
72,Ebba Ekström,private,,
73,Johan Olsson,private,,
74,Erik Månsson,private,,
75,Fatima Andersson,private,,
76,Lina Nilsson,private,,
77,Ekonomiavdelningen,corporate,Lindgrens Fastighet Entreprenad AB,55139869-8178
78,Maja Hassan,private,,
79,Ebba Lindberg,private,,
80,William Johansson,private,,
81,Sara Andersson,private,,
82,Yasmin Larsson,private,,
83,Driftansvarig,corporate,Mälardalen Bygg Service AB,55798216-5300
84,Samir Andersson,private,,
85,Ekonomiavdelningen,corporate,Sydmontage AB,55835879-5346
86,Projektledning,corporate,Västkust Entreprenad Entreprenad AB,55545401-6662
87,Fatima Karlsson,private,,
88,Nora Hassan,private,,
89,Alma Hassan,private,,
90,Projektledning,corporate,Proffsservice Service AB,55394990-5186
91,Sara Johansson,private,,
92,Linus Svensson,private,,
93,Fredrik Persson,private,,
94,Driftansvarig,corporate,Stadens Förvaltning Group AB,55518136-8223
95,Projektledning,corporate,Proffsservice Rental Partner AB,55840370-9189
96,Elin Larsson,private,,
97,Projektledning,corporate,Öresund Event Rental Partner AB,55143632-5061
98,Maja Nilsson,private,,
99,Fredrik Hassan,private,,
100,Adam Hassan,private,,
101,Alma Nilsson,private,,
102,Lina Månsson,private,,
103,Johan Eriksson,private,,
104,Alicia Khan,private,,
105,Projektledning,corporate,Hemfixarna Rental Partner AB,55153857-2798
106,Emma Olsson,private,,
107,Projektledning,corporate,Sydmontage Service AB,55205592-5603
108,Filip Hassan,private,,
109,Amina Ali,private,,
110,Elin Abdi,private,,
111,Projektledning,corporate,Mälardalen Bygg Rental Partner AB,55412089-5668
112,Inköpsavdelningen,corporate,Trygga Flyttar Group AB,55804815-2543
113,Viktor Abdi,private,,
114,Johan Holm,private,,
115,Ebba Persson,private,,
116,Ebba Berg,private,,
117,Fatima Persson,private,,
118,Lina Persson,private,,
119,Elias Persson,private,,
120,Lovisa Nilsson,private,,
121,Anna Holm,private,,
122,Sofia Persson,private,,
123,Daniel Larsson,private,,
124,Sofia Ekström,private,,
125,Erik Nilsson,private,,
126,Amina Hassan,private,,
127,Ekonomiavdelningen,corporate,Mälardalen Bygg Service AB,55371179-8417
128,Nora Olsson,private,,
129,Fatima Karlsson,private,,
130,Julia Abdi,private,,
131,Anton Ali,private,,
132,Sofia Olsson,private,,
133,Nils Larsson,private,,
134,Johan Månsson,private,,
135,Nils Karlsson,private,,
136,Emma Hassan,private,,
137,Lovisa Johansson,private,,
138,Ahmed Ekström,private,,
139,Viktor Dahl,private,,
140,Ahmed Berg,private,,
141,Elin Berg,private,,
142,Ebba Gustafsson,private,,
143,Elin Persson,private,,
144,Inköpsavdelningen,corporate,Grön Markservice Service AB,55193678-3474
145,Maria Månsson,private,,
146,Ida Johansson,private,,
147,Projektledning,corporate,Nordbygg AB,55916981-1485
148,Adam Lindberg,private,,
149,Adam Persson,private,,
150,Anton Andersson,private,,
151,Maja Khan,private,,
152,Projektledning,corporate,Lindgrens Fastighet AB,55522164-1635
153,Maria Ekström,private,,
154,Ebba Berg,private,,
155,Linus Ekström,private,,
156,Nils Nilsson,private,,
157,Ida Karlsson,private,,
158,Alicia Olsson,private,,
159,Erik Eriksson,private,,
160,Projektledning,corporate,Öresund Event Group AB,55876779-5217
161,Projektledning,corporate,Norrland Energi Group AB,55537788-3503
162,Inköpsavdelningen,corporate,Grön Markservice AB,55464091-1149
163,Projektledning,corporate,City Renovering Group AB,55985629-2817
164,Projektledning,corporate,Lindgrens Fastighet Service AB,55263803-4518
165,Linus Nilsson,private,,
166,Samir Berg,private,,
167,Amina Persson,private,,
168,Nora Eriksson,private,,
169,Ekonomiavdelningen,corporate,Bergström Installation Rental Partner AB,55972161-5363
170,Anna Holm,private,,
171,Sara Gustafsson,private,,
172,Viktor Abdi,private,,
173,Nils Abdi,private,,
174,Driftansvarig,corporate,Grön Markservice Service AB,55459245-5452
175,Driftansvarig,corporate,Öresund Event Rental Partner AB,55538522-2108
176,Inköpsavdelningen,corporate,Lindgrens Fastighet Rental Partner AB,55856945-2092
177,Nils Larsson,private,,
178,Samir Svensson,private,,
179,Driftansvarig,corporate,Proffsservice Rental Partner AB,55242975-1219
180,Samir Johansson,private,,
181,Alicia Olsson,private,,
182,Sofia Dahl,private,,
183,Hugo Berg,private,,
184,Elin Ekström,private,,
185,Inköpsavdelningen,corporate,Proffsservice Entreprenad AB,55917570-9813
186,Yasmin Abdi,private,,
187,Adam Larsson,private,,
188,William Gustafsson,private,,
189,Simon Andersson,private,,
190,Fatima Abdi,private,,
191,Adam Larsson,private,,
192,Alicia Hassan,private,,
193,Adam Ekström,private,,
194,Fredrik Persson,private,,
195,Johan Nilsson,private,,
196,Maria Olsson,private,,
197,Amina Berg,private,,
198,Fredrik Persson,private,,
199,Emma Ali,private,,
200,Projektledning,corporate,Grön Markservice AB,55984628-7709
201,Fredrik Olsson,private,,
202,Inköpsavdelningen,corporate,Lindgrens Fastighet Group AB,55810899-8239
203,Filip Hassan,private,,
204,Filip Hassan,private,,
205,Simon Hassan,private,,
206,Hugo Larsson,private,,
207,Julia Svensson,private,,
208,Inköpsavdelningen,corporate,Lindgrens Fastighet Group AB,55846705-5431
209,Driftansvarig,corporate,Bergström Installation Rental Partner AB,55920444-7879
210,Ekonomiavdelningen,corporate,Hemfixarna Rental Partner AB,55686392-1717
211,Adam Olsson,private,,
212,Hugo Abdi,private,,
213,Samir Månsson,private,,
214,Adam Svensson,private,,
215,Elin Abdi,private,,
216,Simon Lindberg,private,,
217,Nils Eriksson,private,,
218,Nora Eriksson,private,,
219,Ekonomiavdelningen,corporate,Bergström Installation Entreprenad AB,55500653-7132
220,Fredrik Olsson,private,,
221,Ekonomiavdelningen,corporate,City Renovering AB,55743668-1459
222,Amina Karlsson,private,,
223,Sara Holm,private,,
224,Emma Andersson,private,,
225,Nils Eriksson,private,,
226,Linus Gustafsson,private,,
227,Inköpsavdelningen,corporate,Proffsservice Entreprenad AB,55396731-2513
228,Projektledning,corporate,Lindgrens Fastighet Service AB,55179243-1023
229,Driftansvarig,corporate,Skåne Trädgård Group AB,55620573-5172
230,Nora Ali,private,,
231,Viktor Berg,private,,
232,Nils Eriksson,private,,
233,Sara Karlsson,private,,
234,Inköpsavdelningen,corporate,Nordbygg Rental Partner AB,55467586-7304
235,Ekonomiavdelningen,corporate,Kust & Grund Service AB,55785862-2344
236,Driftansvarig,corporate,Öresund Event Rental Partner AB,55208831-3066
237,Lina Abdi,private,,
238,Johan Berg,private,,
239,Fredrik Larsson,private,,
240,Adam Gustafsson,private,,
241,Adam Persson,private,,
242,Julia Olsson,private,,
243,Projektledning,corporate,Grön Markservice Group AB,55345998-5301
244,Driftansvarig,corporate,Sydmontage AB,55893711-8503
245,Alma Eriksson,private,,
246,Ekonomiavdelningen,corporate,Svenska Projekt Rental Partner AB,55867640-4119
247,Anna Dahl,private,,
248,Sara Svensson,private,,
249,Hugo Holm,private,,
250,Maja Ekström,private,,
251,Fredrik Johansson,private,,
252,Anton Persson,private,,
253,Anna Olsson,private,,
254,Linus Karlsson,private,,
255,Erik Persson,private,,
256,William Olsson,private,,
257,William Ali,private,,
258,Sara Abdi,private,,
259,Lovisa Dahl,private,,
260,Viktor Holm,private,,
261,Projektledning,corporate,Norrland Energi Entreprenad AB,55643834-2869
262,Linus Lindberg,private,,
263,Ida Berg,private,,
264,Nora Eriksson,private,,
265,Inköpsavdelningen,corporate,Skåne Trädgård Group AB,55764086-8446
266,Projektledning,corporate,Hemfixarna Rental Partner AB,55222852-8936
267,Alicia Månsson,private,,
268,Johan Hassan,private,,
269,Oskar Khan,private,,
270,Adam Andersson,private,,
271,Ekonomiavdelningen,corporate,Grön Markservice Group AB,55915365-9900
272,Projektledning,corporate,Proffsservice Rental Partner AB,55413059-2696
273,Nora Ali,private,,
274,Nora Holm,private,,
275,Driftansvarig,corporate,City Renovering Group AB,55964855-8158
276,Ekonomiavdelningen,corporate,Stadens Förvaltning Rental Partner AB,55398979-6463
277,Projektledning,corporate,Skåne Trädgård Entreprenad AB,55141353-4923
278,Lovisa Khan,private,,
279,Emma Hassan,private,,
280,Ekonomiavdelningen,corporate,Norrland Energi AB,55395801-8711
281,Samir Nilsson,private,,
282,Inköpsavdelningen,corporate,City Renovering Entreprenad AB,55163560-9990
283,Ekonomiavdelningen,corporate,Skåne Trädgård Service AB,55519969-3936
284,Inköpsavdelningen,corporate,Trygga Flyttar Group AB,55756627-9611
285,Maja Johansson,private,,
286,Ahmed Svensson,private,,
287,Ekonomiavdelningen,corporate,Proffsservice Group AB,55840876-9580
288,Samir Månsson,private,,
289,Sofia Holm,private,,
290,Inköpsavdelningen,corporate,Proffsservice Rental Partner AB,55874994-8085
291,Amina Olsson,private,,
292,Projektledning,corporate,Mälardalen Bygg Rental Partner AB,55135824-3859
293,Projektledning,corporate,Nordbygg AB,55728454-2459
294,Julia Svensson,private,,
295,Maria Olsson,private,,
296,Ebba Månsson,private,,
297,Driftansvarig,corporate,Öresund Event AB,55655466-7735
298,Inköpsavdelningen,corporate,Västkust Entreprenad Service AB,55398320-2706
299,Fredrik Ekström,private,,
300,Inköpsavdelningen,corporate,Bergström Installation Service AB,55484498-9288
301,Anton Abdi,private,,
302,Samir Karlsson,private,,
303,Alicia Karlsson,private,,
304,Projektledning,corporate,Trygga Flyttar AB,55450722-5288
305,Projektledning,corporate,Kust & Grund AB,55420428-7743
306,Ekonomiavdelningen,corporate,Kust & Grund AB,55100756-1045
307,Samir Månsson,private,,
308,Driftansvarig,corporate,Proffsservice Group AB,55108197-3612
309,Lovisa Abdi,private,,
310,Linus Andersson,private,,
311,Adam Abdi,private,,
312,Nora Svensson,private,,
313,Ebba Olsson,private,,
314,Elias Johansson,private,,
315,Samir Berg,private,,
316,Nils Dahl,private,,
317,Driftansvarig,corporate,Svenska Projekt Entreprenad AB,55773661-8621
318,Lovisa Lindberg,private,,
319,Ekonomiavdelningen,corporate,City Renovering Group AB,55551551-1763
320,Lina Persson,private,,
321,Erik Persson,private,,
322,Axel Abdi,private,,
323,Simon Persson,private,,
324,Inköpsavdelningen,corporate,Stadens Förvaltning AB,55999718-3308
325,Johan Johansson,private,,
326,Alma Lindberg,private,,
327,Nora Karlsson,private,,
328,Hugo Svensson,private,,
329,Nils Eriksson,private,,
330,Elin Dahl,private,,
331,Fatima Eriksson,private,,
332,Anton Gustafsson,private,,
333,William Persson,private,,
334,Oskar Svensson,private,,
335,Hugo Holm,private,,
336,Ekonomiavdelningen,corporate,Svenska Projekt Entreprenad AB,55243314-8996
337,Hugo Svensson,private,,
338,Ekonomiavdelningen,corporate,Öresund Event Group AB,55218555-5430
339,Ahmed Karlsson,private,,
340,Nora Ali,private,,
341,Daniel Andersson,private,,
342,Lina Svensson,private,,
343,Projektledning,corporate,Öresund Event Group AB,55826659-2921
344,Ekonomiavdelningen,corporate,Öresund Event Service AB,55194359-7710
345,Viktor Ekström,private,,
346,Fredrik Dahl,private,,
347,Lovisa Persson,private,,
348,Emma Holm,private,,
349,Fatima Svensson,private,,
350,Elin Johansson,private,,
351,Projektledning,corporate,Västkust Entreprenad Service AB,55959507-5533
352,Axel Ekström,private,,
353,Axel Lindberg,private,,
354,Samir Månsson,private,,
355,Oskar Svensson,private,,
356,Projektledning,corporate,Nordbygg Group AB,55576727-8986
357,Filip Månsson,private,,
358,Anton Karlsson,private,,
359,Maria Gustafsson,private,,
360,Projektledning,corporate,Stadens Förvaltning Service AB,55487716-7507
361,Projektledning,corporate,Lindgrens Fastighet Service AB,55307670-3049
362,Projektledning,corporate,City Renovering Service AB,55801066-4962
363,Ahmed Ekström,private,,
364,Alicia Eriksson,private,,
365,Yasmin Månsson,private,,
366,Driftansvarig,corporate,Grön Markservice Group AB,55780192-8664
367,Sofia Hassan,private,,
368,Anton Gustafsson,private,,
369,Sofia Berg,private,,
370,Amina Olsson,private,,
371,Lina Khan,private,,
372,Elias Månsson,private,,
373,Anna Olsson,private,,
374,Adam Khan,private,,
375,Ekonomiavdelningen,corporate,Stadens Förvaltning Entreprenad AB,55447006-1602
376,Daniel Hassan,private,,
377,Viktor Andersson,private,,
378,Oskar Berg,private,,
379,Ekonomiavdelningen,corporate,Stadens Förvaltning Group AB,55218557-6001
380,Ahmed Lindberg,private,,
381,Daniel Berg,private,,
382,Axel Dahl,private,,
383,Amina Eriksson,private,,
384,Johan Nilsson,private,,
385,Samir Johansson,private,,
386,Ekonomiavdelningen,corporate,City Renovering AB,55821242-8961
387,Julia Svensson,private,,
388,Ida Khan,private,,
389,Alicia Holm,private,,
390,Ebba Olsson,private,,
391,Lina Khan,private,,
392,Inköpsavdelningen,corporate,Svenska Projekt AB,55222477-2706
393,Inköpsavdelningen,corporate,Lindgrens Fastighet Group AB,55651451-8385
394,Lovisa Dahl,private,,
395,William Nilsson,private,,
396,Adam Lindberg,private,,
397,Alicia Larsson,private,,
398,Ahmed Ali,private,,
399,Filip Månsson,private,,
400,Elin Persson,private,,
401,Axel Johansson,private,,
402,Ekonomiavdelningen,corporate,Trygga Flyttar Group AB,55725953-4881
403,Simon Lindberg,private,,
404,Projektledning,corporate,Kust & Grund AB,55617200-7537
405,Driftansvarig,corporate,Västkust Entreprenad Entreprenad AB,55569176-4816
406,Inköpsavdelningen,corporate,Kust & Grund Entreprenad AB,55697837-9280
407,Filip Larsson,private,,
408,Axel Eriksson,private,,
409,Elin Andersson,private,,
410,Ekonomiavdelningen,corporate,Trygga Flyttar Group AB,55502837-9557
411,Amina Karlsson,private,,
412,Viktor Persson,private,,
413,Maria Olsson,private,,
414,Julia Ekström,private,,
415,Ahmed Johansson,private,,
416,Ekonomiavdelningen,corporate,Västkust Entreprenad Entreprenad AB,55393641-6775
417,Driftansvarig,corporate,Svenska Projekt Service AB,55732116-2722
418,Daniel Gustafsson,private,,
419,Elias Andersson,private,,
420,Fatima Gustafsson,private,,
421,Amina Andersson,private,,
422,Ebba Johansson,private,,
423,Viktor Gustafsson,private,,
424,Filip Ali,private,,
425,Julia Johansson,private,,
426,Anna Nilsson,private,,
427,Oskar Hassan,private,,
428,Ekonomiavdelningen,corporate,Västkust Entreprenad AB,55736226-3781
429,Lina Lindberg,private,,
430,Fredrik Nilsson,private,,
431,Ekonomiavdelningen,corporate,City Renovering AB,55241430-7165
432,Nora Nilsson,private,,
433,Daniel Olsson,private,,
434,Anton Nilsson,private,,
435,Viktor Larsson,private,,
436,Inköpsavdelningen,corporate,Nordbygg Entreprenad AB,55547101-8865
437,Projektledning,corporate,Stadens Förvaltning Rental Partner AB,55259955-1968
438,Fredrik Svensson,private,,
439,Filip Ekström,private,,
440,Inköpsavdelningen,corporate,Västkust Entreprenad Group AB,55246399-7118
441,Julia Berg,private,,
442,Oskar Ali,private,,
443,Elias Dahl,private,,
444,Sofia Johansson,private,,
445,Driftansvarig,corporate,Bergström Installation Group AB,55794655-6739
446,Yasmin Andersson,private,,
447,William Khan,private,,
448,Adam Månsson,private,,
449,Erik Holm,private,,
450,Ebba Svensson,private,,
451,Inköpsavdelningen,corporate,Stadens Förvaltning Entreprenad AB,55263885-8728
452,Inköpsavdelningen,corporate,Proffsservice Service AB,55128273-8849
453,Maja Svensson,private,,
454,Inköpsavdelningen,corporate,Grön Markservice Entreprenad AB,55795033-4269
455,Daniel Andersson,private,,
456,Yasmin Johansson,private,,
457,Fredrik Ekström,private,,
458,Viktor Ali,private,,
459,Anton Gustafsson,private,,
460,Driftansvarig,corporate,Grön Markservice AB,55308691-2164
461,Projektledning,corporate,Nordbygg Group AB,55381682-3813
462,Amina Olsson,private,,
463,Julia Svensson,private,,
464,Projektledning,corporate,Kust & Grund Service AB,55633802-6666
465,Ahmed Larsson,private,,
466,Alma Lindberg,private,,
467,Driftansvarig,corporate,Grön Markservice AB,55180093-5043
468,Anna Karlsson,private,,
469,Nils Berg,private,,
470,Hugo Holm,private,,
471,Hugo Lindberg,private,,
472,Sofia Nilsson,private,,
473,William Gustafsson,private,,
474,Fredrik Larsson,private,,
475,Ida Eriksson,private,,
476,Maria Dahl,private,,
477,Inköpsavdelningen,corporate,Mälardalen Bygg Service AB,55610768-4731
478,Projektledning,corporate,City Renovering Group AB,55807456-9743
479,Ekonomiavdelningen,corporate,Skåne Trädgård Rental Partner AB,55182650-8145
480,Elin Holm,private,,
481,Driftansvarig,corporate,Kust & Grund AB,55934517-7008
482,Fredrik Karlsson,private,,
483,Filip Andersson,private,,
484,Daniel Larsson,private,,
485,Viktor Månsson,private,,
486,Driftansvarig,corporate,Norrland Energi Rental Partner AB,55707153-5722
487,Ekonomiavdelningen,corporate,Bergström Installation AB,55910647-6969
488,Ekonomiavdelningen,corporate,Mälardalen Bygg Entreprenad AB,55227695-8456
489,Axel Olsson,private,,
490,Nora Hassan,private,,
491,Projektledning,corporate,Kust & Grund Group AB,55339937-2805
492,Ida Larsson,private,,
493,Driftansvarig,corporate,Västkust Entreprenad Rental Partner AB,55259856-1710
494,Projektledning,corporate,Skåne Trädgård Entreprenad AB,55484812-1754
495,Elin Ali,private,,
496,Nora Berg,private,,
497,Johan Johansson,private,,
498,Inköpsavdelningen,corporate,Kust & Grund AB,55771402-8010
499,Ahmed Hassan,private,,
500,Inköpsavdelningen,corporate,Mälardalen Bygg Service AB,55759981-3637
501,Ida Persson,private,,
502,Elin Johansson,private,,
503,Lovisa Eriksson,private,,
504,Sara Ali,private,,
505,Anton Larsson,private,,
506,Julia Khan,private,,
507,Projektledning,corporate,Nordbygg Service AB,55425403-1405
508,Ida Svensson,private,,
509,Simon Månsson,private,,
510,Driftansvarig,corporate,Hemfixarna Service AB,55449056-5186
511,Driftansvarig,corporate,Stadens Förvaltning Service AB,55544242-8686
512,Maja Svensson,private,,
513,William Lindberg,private,,
514,Ebba Dahl,private,,
515,Elin Hassan,private,,
516,Inköpsavdelningen,corporate,Hemfixarna Service AB,55633265-7358
517,Julia Nilsson,private,,
518,Samir Svensson,private,,
519,Adam Berg,private,,
520,Amina Svensson,private,,
521,Axel Ekström,private,,
522,Daniel Johansson,private,,
523,Lovisa Berg,private,,
524,Elias Dahl,private,,
525,Driftansvarig,corporate,Kust & Grund Rental Partner AB,55622059-7545
526,Julia Nilsson,private,,
527,Filip Eriksson,private,,
528,Axel Larsson,private,,
529,Anna Persson,private,,
530,Inköpsavdelningen,corporate,Hemfixarna AB,55748264-7494
531,Filip Gustafsson,private,,
532,Adam Holm,private,,
533,Emma Olsson,private,,
534,Axel Gustafsson,private,,
535,Ekonomiavdelningen,corporate,Nordbygg Group AB,55171000-9539
536,Linus Eriksson,private,,
537,Nora Ekström,private,,
538,Ekonomiavdelningen,corporate,Skåne Trädgård AB,55708325-8155
539,Yasmin Olsson,private,,
540,Alicia Dahl,private,,
541,Daniel Berg,private,,
542,Simon Gustafsson,private,,
543,Inköpsavdelningen,corporate,City Renovering Group AB,55583628-1321
544,Inköpsavdelningen,corporate,City Renovering AB,55342998-4461
545,Filip Andersson,private,,
546,Driftansvarig,corporate,Sydmontage Group AB,55657939-3226
547,Projektledning,corporate,Grön Markservice Rental Partner AB,55521756-4157
548,Hugo Karlsson,private,,
549,Simon Berg,private,,
550,Maria Holm,private,,
551,Filip Karlsson,private,,
552,Daniel Hassan,private,,
553,Fredrik Holm,private,,
554,Alicia Ekström,private,,
555,Ida Gustafsson,private,,
556,Projektledning,corporate,City Renovering Entreprenad AB,55158558-3618
557,Lina Ali,private,,
558,Sara Berg,private,,
559,Ekonomiavdelningen,corporate,Nordbygg Service AB,55402588-9621
560,Johan Johansson,private,,
561,Emma Andersson,private,,
562,Viktor Gustafsson,private,,
563,Johan Karlsson,private,,
564,Maja Lindberg,private,,
565,Ekonomiavdelningen,corporate,Proffsservice Entreprenad AB,55609538-8192
566,Simon Olsson,private,,
567,Inköpsavdelningen,corporate,Nordbygg Rental Partner AB,55918529-3754
568,Hugo Khan,private,,
569,Lina Abdi,private,,
570,Daniel Holm,private,,
571,Sofia Abdi,private,,
572,Samir Ekström,private,,
573,Viktor Dahl,private,,
574,Oskar Gustafsson,private,,
575,Sofia Månsson,private,,
576,Julia Khan,private,,
577,Maja Andersson,private,,
578,Ekonomiavdelningen,corporate,Nordbygg Entreprenad AB,55336732-8562
579,Nils Dahl,private,,
580,Lovisa Ali,private,,
581,Samir Månsson,private,,
582,Projektledning,corporate,Trygga Flyttar Entreprenad AB,55182981-8614
583,Elin Gustafsson,private,,
584,Ahmed Holm,private,,
585,Projektledning,corporate,Svenska Projekt Group AB,55242022-3571
586,Maria Abdi,private,,
587,Emma Nilsson,private,,
588,Erik Ali,private,,
589,Samir Larsson,private,,
590,Lovisa Persson,private,,
591,Ekonomiavdelningen,corporate,Grön Markservice AB,55710333-9175
592,Amina Karlsson,private,,
593,Viktor Holm,private,,
594,Yasmin Khan,private,,
595,Alma Hassan,private,,
596,Ebba Berg,private,,
597,Yasmin Johansson,private,,
598,Ekonomiavdelningen,corporate,City Renovering Group AB,55381264-4408
599,Filip Larsson,private,,
600,Inköpsavdelningen,corporate,Lindgrens Fastighet AB,55332821-4268
601,Projektledning,corporate,Hemfixarna Service AB,55724329-2778
602,Alicia Olsson,private,,
603,Elin Berg,private,,
604,Oskar Nilsson,private,,
605,Ekonomiavdelningen,corporate,Grön Markservice Service AB,55289164-5883
606,Samir Karlsson,private,,
607,Maria Eriksson,private,,
608,Johan Holm,private,,
609,Anna Ali,private,,
610,Amina Eriksson,private,,
611,Fatima Khan,private,,
612,Yasmin Persson,private,,
613,Inköpsavdelningen,corporate,Trygga Flyttar Rental Partner AB,55215642-1348
614,Erik Eriksson,private,,
615,Lovisa Karlsson,private,,
616,Erik Karlsson,private,,
617,Julia Johansson,private,,
618,Johan Berg,private,,
619,Simon Holm,private,,
620,Ekonomiavdelningen,corporate,Bergström Installation Rental Partner AB,55157751-2970
621,William Berg,private,,
622,Inköpsavdelningen,corporate,Hemfixarna Rental Partner AB,55655377-2209
623,Adam Abdi,private,,
624,Samir Johansson,private,,
625,Ahmed Lindberg,private,,
626,Projektledning,corporate,Lindgrens Fastighet Rental Partner AB,55845001-9571
627,Simon Dahl,private,,
628,Linus Nilsson,private,,
629,Projektledning,corporate,Öresund Event Group AB,55392688-5636
630,Maja Andersson,private,,
631,Projektledning,corporate,Stadens Förvaltning AB,55845396-3439
632,Axel Berg,private,,
633,Alma Abdi,private,,
634,Ekonomiavdelningen,corporate,Västkust Entreprenad Service AB,55769160-4070
635,Julia Persson,private,,
636,Projektledning,corporate,Lindgrens Fastighet Service AB,55633630-5710
637,Emma Khan,private,,
638,Amina Karlsson,private,,
639,Viktor Olsson,private,,
640,Ekonomiavdelningen,corporate,Hemfixarna Entreprenad AB,55460143-6774
641,Linus Månsson,private,,
642,Inköpsavdelningen,corporate,Trygga Flyttar Rental Partner AB,55301972-3658
643,Hugo Gustafsson,private,,
644,Nils Ekström,private,,
645,Sofia Holm,private,,
646,Elin Månsson,private,,
647,Fredrik Nilsson,private,,
648,Fredrik Ali,private,,
649,William Dahl,private,,
650,Nils Holm,private,,
651,Projektledning,corporate,City Renovering Rental Partner AB,55298641-1094
652,Projektledning,corporate,Norrland Energi Service AB,55509982-9581
653,Axel Khan,private,,
654,Viktor Johansson,private,,
655,Anna Abdi,private,,
656,Hugo Holm,private,,
657,Filip Persson,private,,
658,Elias Berg,private,,
659,Linus Karlsson,private,,
660,Projektledning,corporate,Lindgrens Fastighet Rental Partner AB,55420014-3522
661,Sofia Johansson,private,,
662,Samir Larsson,private,,
663,Samir Svensson,private,,
664,Linus Ekström,private,,
665,Sara Hassan,private,,
666,Fredrik Dahl,private,,
667,Nora Olsson,private,,
668,Ahmed Ekström,private,,
669,Inköpsavdelningen,corporate,Kust & Grund Rental Partner AB,55689034-3200
670,Lovisa Johansson,private,,
671,Nils Khan,private,,
672,Johan Lindberg,private,,
673,Ahmed Holm,private,,
674,Lovisa Olsson,private,,
675,Sara Khan,private,,
676,Anna Lindberg,private,,
677,Alma Hassan,private,,
678,Driftansvarig,corporate,Mälardalen Bygg AB,55884077-3251
679,Projektledning,corporate,Bergström Installation Entreprenad AB,55654882-8278
680,Maria Eriksson,private,,
681,Lovisa Dahl,private,,
682,Inköpsavdelningen,corporate,City Renovering Group AB,55786908-2343
683,Ekonomiavdelningen,corporate,Svenska Projekt Group AB,55455536-6211
684,Driftansvarig,corporate,Hemfixarna Entreprenad AB,55942518-3252
685,Alma Khan,private,,
686,Johan Hassan,private,,
687,Filip Karlsson,private,,
688,Driftansvarig,corporate,Bergström Installation AB,55714786-6586
689,Inköpsavdelningen,corporate,Bergström Installation Group AB,55818935-8445
690,Amina Ali,private,,
691,Driftansvarig,corporate,Öresund Event AB,55229572-6529
692,Inköpsavdelningen,corporate,Lindgrens Fastighet Group AB,55672682-4692
693,Projektledning,corporate,Sydmontage Service AB,55647627-5959
694,Filip Nilsson,private,,
695,Sara Karlsson,private,,
696,Nils Karlsson,private,,
697,Amina Dahl,private,,
698,Inköpsavdelningen,corporate,Skåne Trädgård Group AB,55647799-3322
699,Inköpsavdelningen,corporate,Lindgrens Fastighet AB,55972450-1435
700,Lovisa Svensson,private,,
