customer_id,name,type,company,business_id
198,Lucas Korhonen,private,,
199,Mika Virtanen,private,,
200,Mika Virtanen,private,,
201,Jonas Fischer,private,,
202,Lena Laine,private,,
203,Emma Fischer,private,,
204,Oliver Strom,private,,
205,Sofia Schneider,private,,
206,Jonas Berg,private,,
207,Jonas Fischer,private,,
208,Mika Laine,private,,
209,Leo Lind,private,,
210,Elias Niemi,private,,
211,Lena Virtanen,private,,
212,Mika Berg,private,,
213,Nora Laine,private,,
214,Julia Holm,private,,
215,Noah Schneider,private,,
216,Sofia Strom,private,,
217,Oliver Berg,private,,
218,Nora Niemi,private,,
219,Elias Schneider,private,,
220,Emma Strom,private,,
221,Lucas Karlsson,private,,
222,Oliver Hansen,private,,
223,Lucas Fischer,private,,
224,Elias Strom,private,,
225,Noah Meyer,private,,
226,Ella Niemi,private,,
227,Mia Laine,private,,
228,Ella Hansen,private,,
229,Julia Lind,private,,
230,Oliver Strom,private,,
231,Nora Laine,private,,
232,Julia Schneider,private,,
233,Elias Wagner,private,,
234,Noah Becker,private,,
235,Julia Lehtinen,private,,
236,Ella Lind,private,,
237,Julia Strom,private,,
238,Elias Korhonen,private,,
239,Felix Wagner,private,,
240,Emma Karlsson,private,,
241,Anna Fischer,private,,
242,Elias Wagner,private,,
243,Mia Virtanen,private,,
244,Sofia Fischer,private,,
245,Lucas Lind,private,,
246,Oliver Holm,private,,
247,Sofia Berg,private,,
248,Julia Hansen,private,,
249,Sofia Berg,private,,
250,Oliver Laine,private,,
251,Nora Virtanen,private,,
252,Mia Meyer,private,,
253,Mika Schneider,private,,
254,Elias Laine,private,,
255,Anna Fischer,private,,
256,Mika Virtanen,private,,
257,Lena Virtanen,private,,
258,Julia Lind,private,,
259,Lucas Karlsson,private,,
260,Mika Strom,private,,
261,Sofia Lind,private,,
262,Sofia Schneider,private,,
263,Sofia Holm,private,,
264,Noah Laine,private,,
265,Mika Schneider,private,,
266,Lena Korhonen,private,,
267,Oliver Virtanen,private,,
268,Jonas Meyer,private,,
269,Anna Holm,private,,
270,Julia Wagner,private,,
271,Felix Korhonen,private,,
272,Ella Meyer,private,,
273,Felix Karlsson,private,,
274,Sofia Virtanen,private,,
275,Lucas Korhonen,private,,
276,Mika Korhonen,private,,
277,Leo Wagner,private,,
278,Oliver Karlsson,private,,
279,Oliver Fischer,private,,
280,Jonas Schneider,private,,
281,Ella Becker,private,,
282,Sofia Lind,private,,
283,Noah Schneider,private,,
284,Julia Berg,private,,
285,Julia Becker,private,,
286,Ella Berg,private,,
287,Leo Lehtinen,private,,
288,Noah Strom,private,,
289,Lena Holm,private,,
290,Julia Fischer,private,,
291,Lena Lehtinen,private,,
292,Leo Fischer,private,,
293,Felix Karlsson,private,,
294,Anna Holm,private,,
295,Sofia Karlsson,private,,
296,Mia Karlsson,private,,
297,Lena Laine,private,,
298,Elias Karlsson,private,,
299,Mika Laine,private,,
300,Lucas Lind,private,,
301,Mika Berg,private,,
302,Oliver Korhonen,private,,
303,Ella Fischer,private,,
304,Ella Niemi,private,,
305,Leo Strom,private,,
306,Anna Lehtinen,private,,
307,Lena Niemi,private,,
308,Anna Fischer,private,,
309,Julia Laine,private,,
310,Sofia Hansen,private,,
311,Emma Niemi,private,,
312,Elias Virtanen,private,,
313,Felix Meyer,private,,
314,Emma Lind,private,,
315,Leo Meyer,private,,
316,Mia Holm,private,,
317,Mia Lind,private,,
318,Anna Schneider,private,,
319,Lena Becker,private,,
320,Ella Meyer,private,,
321,Lena Virtanen,private,,
322,Ella Hansen,private,,
323,Elias Karlsson,private,,
324,Jonas Fischer,private,,
325,Leo Niemi,private,,
326,Ella Karlsson,private,,
327,Lucas Fischer,private,,
328,Jonas Strom,private,,
329,Ella Lind,private,,
330,Mia Virtanen,private,,
331,Jonas Hansen,private,,
332,Felix Meyer,private,,
333,Elias Strom,private,,
334,Jonas Lehtinen,private,,
335,Mia Virtanen,private,,
336,Mia Karlsson,private,,
337,Ella Lind,private,,
338,Lucas Laine,private,,
339,Emma Korhonen,private,,
340,Julia Virtanen,private,,
341,Leo Wagner,private,,
342,Nora Hansen,private,,
343,Oliver Korhonen,private,,
344,Emma Laine,private,,
345,Lucas Meyer,private,,
346,Mika Holm,private,,
347,Lena Holm,private,,
348,Anna Niemi,private,,
349,Noah Lehtinen,private,,
350,Mika Wagner,private,,
351,Noah Virtanen,private,,
352,Mia Karlsson,private,,
353,Mika Berg,private,,
354,Lucas Holm,private,,
355,Ella Strom,private,,
356,Mia Hansen,private,,
357,Mia Niemi,private,,
358,Ella Schneider,private,,
359,Mika Korhonen,private,,
360,Anna Lehtinen,private,,
361,Nora Berg,private,,
362,Leo Fischer,private,,
363,Lucas Berg,private,,
364,Elias Laine,private,,
365,Felix Lehtinen,private,,
366,Jonas Strom,private,,
367,Jonas Hansen,private,,
368,Mia Niemi,private,,
369,Jonas Becker,private,,
370,Elias Meyer,private,,
371,Jonas Berg,private,,
372,Nora Holm,private,,
373,Anna Laine,private,,
374,Lena Laine,private,,
375,Mia Lind,private,,
376,Noah Lehtinen,private,,
377,Leo Karlsson,private,,
378,Lena Niemi,private,,
379,Sofia Wagner,private,,
380,Mika Berg,private,,
381,Julia Lind,private,,
382,Lucas Virtanen,private,,
383,Mika Strom,private,,
384,Elias Karlsson,private,,
385,Lena Becker,private,,
386,Sofia Schneider,private,,
387,Lucas Korhonen,private,,
388,Felix Fischer,private,,
389,Lena Holm,private,,
390,Anna Holm,private,,
391,Jonas Korhonen,private,,
392,Noah Virtanen,private,,
393,Felix Korhonen,private,,
394,Elias Hansen,private,,
395,Emma Schneider,private,,
396,Anna Karlsson,private,,
397,Lucas Berg,private,,
398,Noah Fischer,private,,
399,Felix Berg,private,,
400,Felix Schneider,private,,
401,Felix Hansen,private,,
402,Lucas Strom,private,,
403,Felix Wagner,private,,
404,Jonas Holm,private,,
405,Emma Strom,private,,
406,Anna Virtanen,private,,
407,Mia Lind,private,,
408,Mika Lind,private,,
409,Sofia Strom,private,,
410,Lena Fischer,private,,
411,Julia Meyer,private,,
412,Nora Holm,private,,
413,Elias Becker,private,,
414,Julia Berg,private,,
415,Oliver Niemi,private,,
416,Ella Lind,private,,
417,Noah Lind,private,,
418,Julia Lehtinen,private,,
419,Noah Strom,private,,
420,Mika Becker,private,,
421,Mia Fischer,private,,
422,Sofia Schneider,private,,
423,Lena Korhonen,private,,
424,Mia Holm,private,,
425,Ella Strom,private,,
426,Nora Schneider,private,,
427,Anna Holm,private,,
428,Julia Fischer,private,,
429,Leo Laine,private,,
430,Jonas Berg,private,,
431,Jonas Wagner,private,,
432,Oliver Strom,private,,
433,Leo Strom,private,,
434,Mika Hansen,private,,
435,Mika Hansen,private,,
436,Julia Wagner,private,,
437,Mika Korhonen,private,,
438,Lena Niemi,private,,
439,Ella Lind,private,,
440,Lena Virtanen,private,,
441,Felix Meyer,private,,
442,Sofia Meyer,private,,
443,Oliver Korhonen,private,,
444,Oliver Strom,private,,
445,Oliver Niemi,private,,
446,Lena Hansen,private,,
447,Leo Lind,private,,
448,Oliver Hansen,private,,
449,Julia Holm,private,,
450,Jonas Lind,private,,
451,Lucas Schneider,private,,
452,Emma Strom,private,,
453,Mika Berg,private,,
454,Ella Lehtinen,private,,
455,Lucas Berg,private,,
456,Elias Wagner,private,,
457,Oliver Karlsson,private,,
458,Lena Schneider,private,,
459,Sofia Fischer,private,,
460,Sofia Fischer,private,,
461,Mika Virtanen,private,,
462,Felix Hansen,private,,
463,Mika Becker,private,,
464,Mika Holm,private,,
465,Ella Berg,private,,
466,Julia Karlsson,private,,
467,Jonas Lind,private,,
468,Mika Berg,private,,
469,Lucas Strom,private,,
470,Ella Korhonen,private,,
471,Lena Strom,private,,
472,Mia Berg,private,,
473,Emma Lehtinen,private,,
474,Nora Lind,private,,
475,Emma Berg,private,,
476,Jonas Becker,private,,
477,Felix Meyer,private,,
478,Lucas Hansen,private,,
479,Lucas Niemi,private,,
480,Nora Niemi,private,,
481,Mika Meyer,private,,
482,Jonas Karlsson,private,,
483,Anna Holm,private,,
484,Elias Lehtinen,private,,
485,Mika Lehtinen,private,,
486,Ella Lind,private,,
487,Noah Holm,private,,
488,Noah Virtanen,private,,
489,Elias Berg,private,,
490,Emma Meyer,private,,
491,Felix Meyer,private,,
492,Jonas Meyer,private,,
493,Mia Lehtinen,private,,
494,Lucas Becker,private,,
495,Emma Korhonen,private,,
496,Nora Korhonen,private,,
497,Emma Holm,private,,
498,Jonas Laine,private,,
499,Sofia Wagner,private,,
500,Oliver Laine,private,,
501,Nora Korhonen,private,,
502,Oliver Schneider,private,,
503,Elias Fischer,private,,
504,Julia Wagner,private,,
505,Oliver Wagner,private,,
506,Sofia Virtanen,private,,
507,Anna Strom,private,,
508,Sofia Hansen,private,,
509,Emma Laine,private,,
510,Lena Lehtinen,private,,
511,Lena Hansen,private,,
512,Nora Holm,private,,
513,Lena Lind,private,,
514,Oliver Laine,private,,
515,Felix Strom,private,,
516,Noah Korhonen,private,,
517,Sofia Schneider,private,,
518,Elias Berg,private,,
519,Nora Berg,private,,
520,Sofia Holm,private,,
521,Nora Laine,private,,
522,Sofia Fischer,private,,
523,Emma Meyer,private,,
524,Emma Berg,private,,
525,Jonas Fischer,private,,
526,Noah Niemi,private,,
527,Emma Strom,private,,
528,Julia Virtanen,private,,
529,Leo Meyer,private,,
530,Mia Lind,private,,
531,Lena Fischer,private,,
532,Leo Wagner,private,,
533,Nora Niemi,private,,
534,Emma Niemi,private,,
535,Mika Wagner,private,,
536,Lucas Berg,private,,
537,Mia Lehtinen,private,,
538,Lucas Wagner,private,,
539,Emma Korhonen,private,,
540,Emma Korhonen,private,,
541,Oliver Berg,private,,
542,Mika Schneider,private,,
543,Elias Wagner,private,,
544,Elias Laine,private,,
545,Jonas Berg,private,,
546,Oliver Strom,private,,
547,Jonas Laine,private,,
548,Felix Lind,private,,
549,Noah Karlsson,private,,
550,Sofia Wagner,private,,
551,Nora Fischer,private,,
552,Noah Meyer,private,,
553,Noah Laine,private,,
554,Lena Laine,private,,
555,Mia Korhonen,private,,
556,Sofia Strom,private,,
557,Elias Berg,private,,
558,Lena Berg,private,,
559,Lena Schneider,private,,
560,Elias Becker,private,,
561,Julia Fischer,private,,
562,Sofia Strom,private,,
563,Jonas Hansen,private,,
564,Leo Meyer,private,,
565,Nora Karlsson,private,,
566,Sofia Korhonen,private,,
567,Elias Wagner,private,,
568,Felix Niemi,private,,
569,Lena Becker,private,,
570,Anna Lehtinen,private,,
571,Mika Laine,private,,
572,Felix Meyer,private,,
573,Noah Holm,private,,
574,Sofia Schneider,private,,
575,Julia Holm,private,,
576,Emma Karlsson,private,,
577,Mika Berg,private,,
578,Mia Becker,private,,
579,Emma Becker,private,,
580,Nora Lind,private,,
581,Ella Schneider,private,,
582,Elias Niemi,private,,
583,Nora Strom,private,,
584,Emma Laine,private,,
585,Felix Niemi,private,,
586,Lucas Niemi,private,,
587,Lucas Laine,private,,
588,Sofia Hansen,private,,
589,Nora Korhonen,private,,
590,Felix Fischer,private,,
591,Nora Niemi,private,,
592,Julia Korhonen,private,,
593,Mia Becker,private,,
594,Julia Korhonen,private,,
595,Noah Hansen,private,,
596,Nora Korhonen,private,,
597,Lucas Niemi,private,,
598,Ella Lehtinen,private,,
599,Felix Fischer,private,,
600,Elias Berg,private,,
601,Julia Strom,private,,
602,Sofia Virtanen,private,,
603,Nora Karlsson,private,,
604,Mia Holm,private,,
605,Ella Berg,private,,
606,Lucas Schneider,private,,
607,Ella Virtanen,private,,
608,Mika Karlsson,private,,
609,Anna Laine,private,,
610,Sofia Schneider,private,,
611,Jonas Korhonen,private,,
612,Lucas Fischer,private,,
613,Elias Virtanen,private,,
614,Mika Niemi,private,,
615,Oliver Lind,private,,
616,Julia Schneider,private,,
617,Anna Laine,private,,
618,Oliver Korhonen,private,,
619,Nora Virtanen,private,,
620,Ella Karlsson,private,,
621,Mika Schneider,private,,
622,Elias Holm,private,,
623,Leo Holm,private,,
624,Mika Berg,private,,
625,Emma Holm,private,,
626,Lena Laine,private,,
627,Elias Wagner,private,,
628,Felix Fischer,private,,
629,Nora Korhonen,private,,
630,Emma Schneider,private,,
631,Felix Wagner,private,,
632,Noah Korhonen,private,,
633,Noah Holm,private,,
634,Mika Virtanen,private,,
635,Lena Korhonen,private,,
636,Felix Karlsson,private,,
637,Anna Strom,private,,
638,Nora Becker,private,,
639,Noah Lind,private,,
640,Jonas Strom,private,,
641,Felix Schneider,private,,
642,Lena Lehtinen,private,,
643,Noah Strom,private,,
644,Sofia Virtanen,private,,
645,Noah Meyer,private,,
646,Sofia Laine,private,,
647,Ella Lehtinen,private,,
648,Jonas Strom,private,,
649,Anna Berg,private,,
650,Anna Fischer,private,,
651,Nora Schneider,private,,
652,Jonas Fischer,private,,
653,Lucas Laine,private,,
654,Emma Korhonen,private,,
655,Mia Fischer,private,,
656,Julia Niemi,private,,
657,Felix Schneider,private,,
658,Noah Meyer,private,,
659,Anna Lind,private,,
660,Anna Laine,private,,
661,Lucas Becker,private,,
662,Ella Hansen,private,,
663,Ella Hansen,private,,
664,Ella Hansen,private,,
665,Noah Hansen,private,,
666,Sofia Fischer,private,,
667,Felix Hansen,private,,
668,Lena Virtanen,private,,
669,Oliver Karlsson,private,,
670,Elias Fischer,private,,
671,Ella Korhonen,private,,
672,Jonas Fischer,private,,
673,Anna Lind,private,,
674,Anna Schneider,private,,
675,Jonas Niemi,private,,
676,Felix Niemi,private,,
677,Mia Becker,private,,
678,Anna Korhonen,private,,
679,Jonas Wagner,private,,
680,Sofia Holm,private,,
681,Lucas Becker,private,,
682,Lena Holm,private,,
683,Emma Korhonen,private,,
684,Jonas Holm,private,,
685,Mia Berg,private,,
686,Mika Virtanen,private,,
687,Emma Schneider,private,,
688,Anna Becker,private,,
689,Noah Niemi,private,,
690,Noah Fischer,private,,
691,Oliver Strom,private,,
692,Sofia Hansen,private,,
693,Noah Laine,private,,
694,Felix Lind,private,,
695,Leo Schneider,private,,
696,Emma Lehtinen,private,,
697,Lena Lehtinen,private,,
698,Sofia Fischer,private,,
699,Sofia Wagner,private,,
700,Noah Wagner,private,,
701,Sofia Hansen,private,,
702,Ella Berg,private,,
703,Lena Schneider,private,,
704,Sofia Virtanen,private,,
705,Leo Strom,private,,
706,Nora Niemi,private,,
707,Mia Karlsson,private,,
708,Ella Lind,private,,
709,Anna Berg,private,,
710,Mika Holm,private,,
711,Lena Strom,private,,
712,Lena Niemi,private,,
713,Julia Korhonen,private,,
714,Jonas Becker,private,,
715,Lena Fischer,private,,
716,Julia Becker,private,,
717,Emma Niemi,private,,
718,Mia Hansen,private,,
719,Elias Becker,private,,
720,Noah Fischer,private,,
721,Mia Niemi,private,,
722,Ella Korhonen,private,,
723,Sofia Niemi,private,,
724,Sofia Strom,private,,
725,Ella Lind,private,,
726,Anna Laine,private,,
727,Mika Becker,private,,
728,Oliver Schneider,private,,
729,Mika Korhonen,private,,
730,Lucas Karlsson,private,,
731,Elias Strom,private,,
732,Nora Hansen,private,,
733,Lena Laine,private,,
734,Nora Meyer,private,,
735,Sofia Korhonen,private,,
736,Nora Fischer,private,,
737,Oliver Wagner,private,,
738,Leo Berg,private,,
739,Anna Lehtinen,private,,
740,Ella Meyer,private,,
741,Jonas Holm,private,,
742,Ella Karlsson,private,,
743,Oliver Becker,private,,
744,Julia Laine,private,,
745,Anna Lehtinen,private,,
746,Nora Lind,private,,
747,Jonas Meyer,private,,
748,Oliver Fischer,private,,
749,Oliver Wagner,private,,
750,Julia Berg,private,,
751,Mia Karlsson,private,,
752,Emma Meyer,private,,
753,Mia Berg,private,,
754,Sofia Wagner,private,,
755,Julia Niemi,private,,
756,Jonas Korhonen,private,,
757,Sofia Lehtinen,private,,
758,Mika Berg,private,,
759,Felix Meyer,private,,
760,Jonas Lind,private,,
761,Jonas Lind,private,,
762,Julia Virtanen,private,,
763,Emma Niemi,private,,
764,Lucas Korhonen,private,,
765,Jonas Schneider,private,,
766,Julia Becker,private,,
767,Noah Niemi,private,,
768,Lucas Becker,private,,
769,Mika Holm,private,,
770,Jonas Becker,private,,
771,Noah Holm,private,,
772,Leo Karlsson,private,,
773,Noah Hansen,private,,
774,Jonas Laine,private,,
775,Julia Hansen,private,,
776,Mika Niemi,private,,
777,Lucas Hansen,private,,
778,Noah Strom,private,,
779,Leo Becker,private,,
780,Felix Strom,private,,
781,Emma Lehtinen,private,,
782,Ella Becker,private,,
783,Jonas Meyer,private,,
784,Lucas Wagner,private,,
785,Nora Strom,private,,
786,Noah Schneider,private,,
787,Leo Becker,private,,
788,Emma Korhonen,private,,
789,Emma Laine,private,,
790,Oliver Niemi,private,,
791,Oliver Schneider,private,,
792,Mia Hansen,private,,
793,Leo Strom,private,,
794,Mia Korhonen,private,,
795,Noah Berg,private,,
796,Mika Karlsson,private,,
797,Nora Laine,private,,
798,Oliver Laine,private,,
799,Anna Wagner,private,,
800,Nora Berg,private,,
801,Julia Hansen,private,,
802,Oliver Wagner,private,,
803,Mika Lind,private,,
804,Ella Hansen,private,,
805,Jonas Laine,private,,
806,Mia Meyer,private,,
807,Sofia Virtanen,private,,
808,Felix Lehtinen,private,,
809,Julia Becker,private,,
810,Jonas Lind,private,,
811,Jonas Holm,private,,
812,Julia Niemi,private,,
813,Sofia Karlsson,private,,
814,Jonas Schneider,private,,
815,Julia Strom,private,,
816,Ella Korhonen,private,,
817,Nora Holm,private,,
818,Julia Virtanen,private,,
819,Oliver Fischer,private,,
820,Oliver Meyer,private,,
821,Ella Strom,private,,
822,Elias Korhonen,private,,
823,Julia Korhonen,private,,
824,Elias Korhonen,private,,
825,Lucas Korhonen,private,,
826,Jonas Niemi,private,,
827,Julia Strom,private,,
828,Emma Becker,private,,
829,Noah Niemi,private,,
830,Lucas Fischer,private,,
831,Ella Meyer,private,,
832,Sofia Virtanen,private,,
833,Leo Virtanen,private,,
834,Jonas Laine,private,,
835,Noah Korhonen,private,,
836,Jonas Korhonen,private,,
837,Julia Becker,private,,
838,Oliver Schneider,private,,
839,Nora Laine,private,,
840,Felix Karlsson,private,,
841,Jonas Meyer,private,,
842,Mika Becker,private,,
843,Ella Schneider,private,,
844,Nora Hansen,private,,
845,Oliver Lehtinen,private,,
846,Elias Berg,private,,
847,Jonas Lehtinen,private,,
848,Anna Holm,private,,
849,Sofia Berg,private,,
850,Mia Meyer,private,,
851,Noah Becker,private,,
852,Emma Hansen,private,,
853,Mia Lehtinen,private,,
854,Sofia Niemi,private,,
855,Sofia Berg,private,,
856,Mika Schneider,private,,
857,Noah Lind,private,,
858,Oliver Niemi,private,,
859,Elias Virtanen,private,,
860,Mika Becker,private,,
861,Lena Holm,private,,
862,Lena Niemi,private,,
863,Lena Fischer,private,,
864,Lucas Meyer,private,,
865,Emma Karlsson,private,,
866,Elias Fischer,private,,
867,Noah Korhonen,private,,
868,Sofia Strom,private,,
869,Noah Karlsson,private,,
870,Oliver Hansen,private,,
871,Emma Becker,private,,
872,Ella Laine,private,,
873,Nora Fischer,private,,
874,Anna Wagner,private,,
875,Lucas Meyer,private,,
876,Elias Wagner,private,,
877,Leo Wagner,private,,
878,Anna Berg,private,,
879,Mika Strom,private,,
880,Sofia Berg,private,,
881,Mia Niemi,private,,
882,Sofia Strom,private,,
883,Anna Hansen,private,,
884,Elias Lind,private,,
885,Emma Laine,private,,
886,Nora Niemi,private,,
887,Noah Lehtinen,private,,
888,Anna Wagner,private,,
889,Lucas Korhonen,private,,
890,Ella Korhonen,private,,
891,Jonas Strom,private,,
892,Julia Hansen,private,,
893,Mia Becker,private,,
894,Lena Laine,private,,
895,Nora Karlsson,private,,
896,Mia Lind,private,,
897,Felix Schneider,private,,
898,Noah Fischer,private,,
899,Noah Strom,private,,
900,Elias Hansen,private,,
901,Julia Virtanen,private,,
902,Elias Strom,private,,
903,Nora Lehtinen,private,,
904,Oliver Fischer,private,,
905,Mia Lehtinen,private,,
906,Mika Korhonen,private,,
907,Elias Karlsson,private,,
908,Nora Becker,private,,
909,Felix Schneider,private,,
910,Lucas Wagner,private,,
911,Elias Strom,private,,
912,Felix Lind,private,,
913,Nora Laine,private,,
914,Elias Schneider,private,,
915,Julia Meyer,private,,
916,Nora Becker,private,,
917,Mia Fischer,private,,
918,Leo Strom,private,,
919,Mika Berg,private,,
920,Emma Schneider,private,,
921,Sofia Hansen,private,,
922,Lucas Berg,private,,
923,Leo Niemi,private,,
924,Sofia Schneider,private,,
925,Leo Karlsson,private,,
926,Oliver Korhonen,private,,
927,Mia Karlsson,private,,
928,Jonas Strom,private,,
929,Mika Becker,private,,
930,Julia Lind,private,,
931,Julia Wagner,private,,
932,Elias Virtanen,private,,
933,Lena Schneider,private,,
934,Nora Wagner,private,,
935,Emma Laine,private,,
936,Lucas Virtanen,private,,
937,Leo Berg,private,,
938,Julia Niemi,private,,
939,Sofia Wagner,private,,
940,Lena Lehtinen,private,,
941,Nora Berg,private,,
942,Emma Wagner,private,,
943,Leo Niemi,private,,
944,Julia Karlsson,private,,
945,Nora Karlsson,private,,
946,Noah Karlsson,private,,
947,Oliver Korhonen,private,,
948,Emma Lehtinen,private,,
949,Lena Schneider,private,,
950,Mika Lehtinen,private,,
951,Nora Hansen,private,,
952,Anna Niemi,private,,
953,Emma Meyer,private,,
954,Sofia Meyer,private,,
955,Mia Berg,private,,
956,Mia Hansen,private,,
957,Elias Lind,private,,
958,Emma Karlsson,private,,
959,Leo Strom,private,,
960,Nora Schneider,private,,
961,Mia Fischer,private,,
962,Mika Berg,private,,
963,Oliver Hansen,private,,
964,Ella Schneider,private,,
965,Felix Berg,private,,
966,Oliver Virtanen,private,,
967,Ella Hansen,private,,
968,Mika Strom,private,,
969,Mika Lehtinen,private,,
970,Jonas Karlsson,private,,
971,Julia Wagner,private,,
972,Lucas Karlsson,private,,
973,Mika Korhonen,private,,
974,Felix Schneider,private,,
975,Ella Holm,private,,
976,Julia Strom,private,,
977,Anna Schneider,private,,
978,Ella Schneider,private,,
979,Lena Berg,private,,
980,Lena Strom,private,,
981,Jonas Niemi,private,,
982,Oliver Virtanen,private,,
983,Felix Korhonen,private,,
984,Emma Strom,private,,
985,Oliver Lehtinen,private,,
